#globch	roc	feb	febch	mapmt	pixel	xcoord	ycoord	xbin	ybin	trb	trbch
#--------------------------------------------------------------------------------------------
959	4	2	63	15	64	233.312	70.8125	32	8	0       0
960	4	2	64	16	1	279.688	57.1875	39	7	0       0
961	4	2	65	16	5	253.188	57.1875	35	7	0       0
962	4	2	66	16	2	266.438	57.1875	38	7	0       0
963	4	2	67	16	6	239.938	57.1875	34	7	0       0
964	4	2	68	16	3	273.062	57.1875	37	7	0       0
965	4	2	69	16	7	246.562	57.1875	33	7	0       0
966	4	2	70	16	4	259.812	57.1875	36	7	0       0
967	4	2	71	16	8	233.312	57.1875	32	7	0       0
968	4	2	72	16	9	279.688	50.5625	39	6	0       0
969	4	2	73	16	13	253.188	50.5625	35	6	0       0
970	4	2	74	16	10	266.438	50.5625	38	6	0       0
971	4	2	75	16	14	239.938	50.5625	34	6	0       0
972	4	2	76	16	11	273.062	50.5625	37	6	0       0
973	4	2	77	16	15	246.562	50.5625	33	6	0       0
974	4	2	78	16	12	259.812	50.5625	36	6	0       0
975	4	2	79	16	16	233.312	50.5625	32	6	0       0
976	4	2	80	16	17	279.688	43.9375	39	5	0       0
977	4	2	81	16	21	253.188	43.9375	35	5	0       0
978	4	2	82	16	18	266.438	43.9375	38	5	0       0
979	4	2	83	16	22	239.938	43.9375	34	5	0       0
980	4	2	84	16	19	273.062	43.9375	37	5	0       0
981	4	2	85	16	23	246.562	43.9375	33	5	0       0
982	4	2	86	16	20	259.812	43.9375	36	5	0       0
983	4	2	87	16	24	233.312	43.9375	32	5	0       0
984	4	2	88	16	25	279.688	37.3125	39	4	0       0
985	4	2	89	16	29	253.188	37.3125	35	4	0       0
986	4	2	90	16	26	266.438	37.3125	38	4	0       0
987	4	2	91	16	30	239.938	37.3125	34	4	0       0
988	4	2	92	16	27	273.062	37.3125	37	4	0       0
989	4	2	93	16	31	246.562	37.3125	33	4	0       0
990	4	2	94	16	28	259.812	37.3125	36	4	0       0
991	4	2	95	16	32	233.312	37.3125	32	4	0       0
992	4	2	96	16	33	279.688	30.6875	39	3	0       0
993	4	2	97	16	37	253.188	30.6875	35	3	0       0
994	4	2	98	16	34	266.438	30.6875	38	3	0       0
995	4	2	99	16	38	239.938	30.6875	34	3	0       0
996	4	2	100	16	35	273.062	30.6875	37	3	0       0
997	4	2	101	16	39	246.562	30.6875	33	3	0       0
998	4	2	102	16	36	259.812	30.6875	36	3	0       0
999	4	2	103	16	40	233.312	30.6875	32	3	0       0
1000	4	2	104	16	41	279.688	24.0625	39	2	0       0
1001	4	2	105	16	45	253.188	24.0625	35	2	0       0
1002	4	2	106	16	42	266.438	24.0625	38	2	0       0
1003	4	2	107	16	46	239.938	24.0625	34	2	0       0
1004	4	2	108	16	43	273.062	24.0625	37	2	0       0
1005	4	2	109	16	47	246.562	24.0625	33	2	0       0
1006	4	2	110	16	44	259.812	24.0625	36	2	0       0
1007	4	2	111	16	48	233.312	24.0625	32	2	0       0
1008	4	2	112	16	49	279.688	17.4375	39	1	0       0
1009	4	2	113	16	53	253.188	17.4375	35	1	0       0
1010	4	2	114	16	50	266.438	17.4375	38	1	0       0
1011	4	2	115	16	54	239.938	17.4375	34	1	0       0
1012	4	2	116	16	51	273.062	17.4375	37	1	0       0
1013	4	2	117	16	55	246.562	17.4375	33	1	0       0
1014	4	2	118	16	52	259.812	17.4375	36	1	0       0
1015	4	2	119	16	56	233.312	17.4375	32	1	0       0
1016	4	2	120	16	57	279.688	10.8125	39	0	0       0
1017	4	2	121	16	61	253.188	10.8125	35	0	0       0
1018	4	2	122	16	58	266.438	10.8125	38	0	0       0
1019	4	2	123	16	62	239.938	10.8125	34	0	0       0
1020	4	2	124	16	59	273.062	10.8125	37	0	0       0
1021	4	2	125	16	63	246.562	10.8125	33	0	0       0
1022	4	2	126	16	60	259.812	10.8125	36	0	0       0
1023	4	2	127	16	64	233.312	10.8125	32	0	0       0
1024	3	0	16	17	1	235.312	240.912	30 	31	0	0
1025	3	0	18	17	2	229.438	240.912	32	31	0	0
1026	3	0	0	17	3	223.562	240.912	31	31	0	0
1027	3	0	2	17	4	217.688	240.912	30	31  	0	0
1028	3	0	20	17	5	235.312	235.037	33	30	0	0
1029	3	0	22	17	6	229.438	235.037	32	30	0	0
1030	3	0	4	17	7	223.562	235.037	31	30	0	0
1031	3	0	6	17	8	217.688	235.037	30	30	0	0
1032	3	0	24	17	9	235.312	229.162	33	29	0	0
1033	3	0	26	17	10	229.438	229.162	32	29	0	0
1034	3	0	8	17	11	223.562	229.162	31	29	0	0
1035	3	0	10	17	12	217.688	229.162	30	29	0	0
1036	3	0	28	17	13	235.312	223.287	33	28	0	0
1037	3	0	30	17	14	229.438	223.287	32	28	0	0
1038	3	0	12	17	15	223.562	223.287	31	28	0	0
1039	3	0	14	17	16	217.688	223.287	30	28	0	0
1040	3	0	1	18	1	193.902	231.06	27	30	0	0
1041	3	0	3	18	2	189.748	226.906	26	29	0	0
1042	3	0	17	18	3	185.594	222.752	25	28	0	0
1043	3	0	19	18	4	181.44	218.598	24	27	0	0
1044	3	0	5	18	5	198.057	226.906	28	30	0	0
1045	3	0	7	18	6	193.902	222.752	27	29	0	0
1046	3	0	21	18	7	189.748	218.598	26	28	0	0
1047	3	0	23	18	8	185.594	214.443	25	27	0	0
1048	3	0	9	18	9	202.211	222.752	28	29	0	0
1049	3	0	11	18	10	198.057	218.598	27	28	0	0
1050	3	0	25	18	11	193.902	214.443	26	27	0	0
1051	3	0	27	18	12	189.748	210.289	25	26	0	0
1052	3	0	13	18	13	206.365	218.598	29	29	0	0
1053	3	0	15	18	14	202.211	214.443	28	28	0	0
1054	3	0	29	18	15	198.057	210.289	27	27	0	0
1055	3	0	31	18	16	193.902	206.135	26	26	0	0
1056	3	0	33	19	1	171.588	194.812	24	25	0	0
1057	3	0	35	19	2	171.588	188.938	24	24	0	0
1058	3	0	49	19	3	171.588	183.062	24	23	0	0
1059	3	0	51	19	4	171.588	177.188	24	22	0	0
1060	3	0	37	19	5	177.463	194.812	25	25	0	0
1061	3	0	39	19	6	177.463	188.938	25	24	0	0
1062	3	0	53	19	7	177.463	183.062	25	23	0	0
1063	3	0	55	19	8	177.463	177.188	25	22	0	0
1064	3	0	41	19	9	183.338	194.812	26	25	0	0
1065	3	0	43	19	10	183.338	188.938	26	24	0	0
1066	3	0	57	19	11	183.338	183.062	26	23	0	0
1067	3	0	59	19	12	183.338	177.188	26	22	0	0
1068	3	0	45	19	13	189.213	194.812	27	25	0	0
1069	3	0	47	19	14	189.213	188.938	27	24	0	0
1070	3	0	61	19	15	189.213	183.062	27	23	0	0
1071	3	0	63	19	16	189.213	177.188	27	22	0	0
1072	3	0	79	20	1	181.44	153.402	25	19	0	0
1073	3	0	77	20	2	185.594	149.248	26	18	0	0
1074	3	0	78	20	3	189.748	145.094	27	17	0	0
1075	3	0	76	20	4	193.902	140.94	28	16	0	0
1076	3	0	75	20	5	185.594	157.557	25	20	0	0
1077	3	0	73	20	6	189.748	153.402	26	19	0	0
1078	3	0	74	20	7	193.902	149.248	27	18	0	0
1079	3	0	72	20	8	198.057	145.094	28	17	0	0
1080	3	0	71	20	9	189.748	161.711	26	20	0	0
1081	3	0	69	20	10	193.902	157.557	27	19	0	0
1082	3	0	70	20	11	198.057	153.402	28	18	0	0
1083	3	0	68	20	12	202.211	149.248	29	17	0	0
1084	3	0	67	20	13	193.902	165.865	26	21	0	0
1085	3	0	65	20	14	198.057	161.711	27	20	0	0
1086	3	0	66	20	15	202.211	157.557	28	19	0	0
1087	3	0	64	20	16	206.365	153.402	29	18	0	0
1088	4	0	111	21	1	217.688	131.088	30	16	0	0
1089	4	0	109	21	2	223.562	131.088	31	16 	0	0
1090	4	0	127	21	3	229.438	131.088	32	16	0	0
1091	4	0	125	21	4	235.312	131.088	33	16	0	0
1092	4	0	107	21	5	217.688	136.963	30	17	0	0
1093	4	0	105	21	6	223.562	136.963	31	17	0	0
1094	4	0	123	21	7	229.438	136.963	32	17	0	0
1095	4	0	121	21	8	235.312	136.963	33	17	0	0
1096	4	0	103	21	9	217.688	142.838	30	18	0	0
1097	4	0	101	21	10	223.562	142.838	31	18	0	0
1098	4	0	119	21	11	229.438	142.838	32	18	0	0
1099	4	0	117	21	12	235.312	142.838	33	18	0	0
1100	4	0	99	21	13	217.688	148.713	30	19	0	0
1101	4	0	97	21	14	223.562	148.713	31	19	0	0
1102	4	0	115	21	15	229.438	148.713	32	19	0	0
1103	4	0	113	21	16	235.312	148.713	33	19	0	0
1104	4	0	79	22	1	259.098	140.94	36	17	0	0
1105	4	0	77	22	2	263.252	145.094	37	18	0	0
1106	4	0	78	22	3	267.406	149.248	38	19	0	0
1107	4	0	76	22	4	271.56	153.402	39	20	0	0
1108	4	0	75	22	5	254.943	145.094	35	17	0	0
1109	4	0	73	22	6	259.098	149.248	36	18	0	0
1110	4	0	74	22	7	263.252	153.402	37	19	0	0
1111	4	0	72	22	8	267.406	157.557	38	20	0	0
1112	4	0	71	22	9	250.789	149.248	35	18	0	0
1113	4	0	69	22	10	254.943	153.402	36	19	0	0
1114	4	0	70	22	11	259.098	157.557	37	20	0	0
1115	4	0	68	22	12	263.252	161.711	38	21	0	0
1116	4	0	67	22	13	246.635	153.402	34	18	0	0
1117	4	0	65	22	14	250.789	157.557	35	19	0	0
1118	4	0	66	22	15	254.943	161.711	36	20	0	0
1119	4	0	64	22	16	259.098	165.865	37	21	0	0
1120	4	0	48	23	1	281.413	177.188	39	22	0	0
1121	4	0	50	23	2	281.413	183.062	39	23	0	0
1122	4	0	32	23	3	281.413	188.938	39	24	0	0
1123	4	0	34	23	4	281.413	194.812	39	25	0	0
1124	4	0	52	23	5	275.538	177.188	38	22	0	0
1125	4	0	54	23	6	275.538	183.062	38	23	0	0
1126	4	0	36	23	7	275.538	188.938	38	24	0	0
1127	4	0	38	23	8	275.538	194.812	38	25	0	0
1128	4	0	56	23	9	269.663	177.188	37	22	0	0
1129	4	0	58	23	10	269.663	183.062	37	23	0	0
1130	4	0	40	23	11	269.663	188.938	37	24	0	0
1131	4	0	42	23	12	269.663	194.812	37	25	0	0
1132	4	0	60	23	13	263.788	177.188	36	22	0	0
1133	4	0	62	23	14	263.788	183.062	36	23	0	0
1134	4	0	44	23	15	263.788	188.938	36	24	0	0
1135	4	0	46	23	16	263.788	194.812	36	25	0	0
1136	4	0	0	24	1	271.56	218.598	38	28	0	0
1137	4	0	2	24	2	267.406	222.752	37	29	0	0
1138	4	0	1	24	3	263.252	226.906	36	30	0	0
1139	4	0	3	24	4	259.098	231.06	35	31	0	0
1140	4	0	4	24	5	267.406	214.443	38	27	0	0
1141	4	0	6	24	6	263.252	218.598	37	28	0	0
1142	4	0	5	24	7	259.098	222.752	36	29	0	0
1143	4	0	7	24	8	254.943	226.906	35	30	0	0
1144	4	0	8	24	9	263.252	210.289	37	27	0	0
1145	4	0	10	24	10	259.098	214.443	36	28	0	0
1146	4	0	9	24	11	254.943	218.598	35	29	0	0
1147	4	0	11	24	12	250.789	222.752	34	30	0	0
1148	4	0	12	24	13	259.098	206.135	37	26	0	0
1149	4	0	14	24	14	254.943	210.289	36	27	0	0
1150	4	0	13	24	15	250.789	214.443	35	28	0	0
1151	4	0	15	24	16	246.635	218.598	34	29	0	0 
